Country_Name,Region,Image_URL,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Burkina Faso,Africa,https://public.flourish.studio/country-flags/svg/bf.svg,BFA,0.33044281719999996,0.3502472371,0.37956702330000003,0.3940405883,0.4103216182,0.4229168484,0.4338898316,0.4507539932,0.4604426782,0.47829859760000004,0.45840433010000003,0.4824111038,0.578595584,0.6747735184,0.7511333306,0.9399727035,0.9765471635,1.131224818,1.475583383,1.748480982,1.928719477,1.775842026,1.754449845,1.600278756,1.459880019,1.552493068,2.036303381,2.36983465,2.616040646,2.615587726,3.101300642,3.135045684,3.356692518,3.199536228,1.895290623,2.379518099,2.586550747,2.447668985,2.804902248,3.389566983,2.968369991,3.19037105,3.622350204,4.740768355,5.451688868,6.146352742,6.547420134,7.625723124,9.451436359,9.450697336,10.109618964,12.080296644,12.561016091,13.444301139,13.943016924,11.832159276,12.83336337,14.10695683,15.89006502,16.17816203,17.933606353
Burundi,Africa,https://public.flourish.studio/country-flags/svg/bi.svg,BDI,0.19599999,0.202999992,0.213500006,0.232749998,0.260750008,0.158994963,0.16544457140000002,0.1782971429,0.1832,0.19020571430000002,0.2427325714,0.2528422857,0.2468045714,0.30433983960000005,0.3452634921,0.4209866667,0.44841275360000005,0.5475355556,0.6102255556,0.7824966667000001,0.9197266667,0.9690466667000001,1.013222222,1.082926304,0.9871439312000001,1.149979286,1.201725497,1.131466494,1.082403219,1.11392413,1.132101253,1.167398478,1.083037671,0.938632612,0.9250305902,1.000428394,0.8690338563,0.9728962679,0.8937708061,0.8080772234,0.8704860659,0.8767947231000001,0.8253944902,0.7846544236,0.9152573234,1.117113046,1.27337502,1.356199365,1.611835902,1.781455092,2.032135247,2.235820868,2.333308099,2.451625333,2.705783272,3.104394858,2.732808557,2.748180474,2.668495743,2.631434363,2.841786382
Cabo Verde,Africa,https://public.flourish.studio/country-flags/svg/cv.svg,CPV,,,,,,,,,,,,,,,,,,,,,0.1422468755,0.1394681146,0.1406307586,0.1384762394,0.132019065,0.13772815519999998,0.190651208,0.23525317180000002,0.2643081403,0.2674485131,0.3068911073,0.31982705860000005,0.3571609853,0.4904173897,0.4065806523,0.4871489935,0.5019790693,0.49060865789999997,0.5219105605,0.5924167031,0.5392272776,0.5630243832999999,0.6209746602,0.8139638302000001,0.9243184908,0.9719770882000001,1.107891063,1.513933983,1.789333749,1.711817182,1.66431077,1.865915544,1.741809809,1.850470042,1.859898513,1.596800287,1.662998678,1.768319144,1.966503223,1.981845741,1.703698677
Cambodia,Asia,https://public.flourish.studio/country-flags/svg/kh.svg,KHM,0.6371428657,0.6428571342999999,0.6600000086000001,0.7285714371,0.7828571286,0.8685714286,0.9142857142999999,0.9628571343,1.065714249,0.9788732324,0.7184011577,0.9699114214,0.5055494414,0.702899156,0.5884438937,,,,,,,,,,,,,,,,,,,2.533727592,2.791435272,3.441205693,3.50669572,3.443413389,3.120425503,3.517242477,3.654031716,3.984000517,4.284028483,4.658246918,5.337833248,6.293046162,7.274595707,8.639235842,10.351914093,10.401851851,11.242275199,12.829541141,14.054443213,15.227991395,16.702610842,18.049954289,20.016747754,22.177200512,24.571753583,27.089389787,25.808561551
Cameroon,Africa,https://public.flourish.studio/country-flags/svg/cm.svg,CMR,0.614206071,0.6527776136,0.6942477255,0.7183207013999999,0.7766501262000001,0.8140833785,0.8511126627000001,0.9361754046,1.046191192,1.100551379,1.151217147,1.236941201,1.49825205,1.901393216,2.157415246,2.857037371,2.898089929,3.394663844,4.662851757,5.919004207,6.674567625,6.610937473,6.611255018,6.870200659,7.311937457,8.544809794,11.857056336,13.049658331,12.236058143,11.012566161,12.314482085,11.840192674,12.071775381,16.181813512,8.902446188,10.864773037,11.093539497,10.789457915,11.298144512,11.565827386,10.566578953,10.953485244,12.417251816,15.970315751,18.826215278,19.509850837,20.910513975,23.928251334,27.71514458,27.932971683,27.507499709,30.630912185,30.155064574,33.728622819,36.386546918,32.210232912,33.8143379,36.098550142,39.973839065,39.670977333,40.804449726
Canada,Americas,https://public.flourish.studio/country-flags/svg/ca.svg,CAN,40.461721693,40.934952064,42.227447632,45.029988561,49.377522897,54.515179581,61.088384037,65.668655501,71.82981052,79.148411662,87.89609532,99.271961775,113.083,131.322,160.409,173.834,206.576,211.612,218.633,243.072,273.854,306.215,313.507,340.548,355.373,364.756,377.438,431.317,507.354,565.056,593.93,610.328,592.388,577.171,578.139,604.032,628.546,654.987,634.0,678.412,744.773,738.982,760.649,895.541,1026.69,1173.11,1319.26,1468.82,1552.99,1374.63,1617.34,1793.33,1828.37,1846.6,1805.75,1556.51,1527.99,1649.27,1725.33,1742.02,1645.42
Cayman Islands,Americas,https://public.flourish.studio/country-flags/svg/ky.svg,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.200439458,4.466438858,4.586114125,4.281868715,4.15699076,4.186223809,4.291159006,4.405954638,4.563017881,4.708336733,4.90949898,5.166467299,5.522625585,5.935769351,5.591623665
Central African Republic,Africa,https://public.flourish.studio/country-flags/svg/cf.svg,CAF,0.1121555989,0.1231345845,0.12448274890000001,0.12937909790000002,0.1420250695,0.15057481630000003,0.1579300419,0.1638205389,0.191767437,0.18803919130000002,0.1891065545,0.2014507684,0.230317908,0.2711830614,0.2813986682,0.3786600163,0.45115245,0.5072981207,0.6105785238,0.7007648927000001,0.7970480287999999,0.6948035027,0.7483122837,0.6586793948999999,0.6378206207,0.8648497651,1.122265026,1.200991826,1.264899368,1.233930277,1.440711396,1.377375031,1.411917558,1.278781167,0.8511743506,1.115389732,1.007791186,0.937741468,0.9673383487,0.9994775107,0.9145002991,0.9318333028,0.9913878701000001,1.139754799,1.270080251,1.337362392,1.460561215,1.697565949,1.985240986,2.059094048,2.142591376,2.43798284,2.510126699,1.691544192,1.894813505,1.695825708,1.825018191,2.072349794,2.220978978,2.220307369,2.380087758
Chad,Africa,https://public.flourish.studio/country-flags/svg/td.svg,TCD,0.3135827294,0.3339753388,0.3576357139,0.3717670027,0.39224751760000004,0.416926303,0.4327949225,0.449826323,0.4539800967,0.4716356209,0.4692667366,0.5018667307,0.5854275457,0.6471994828,0.6525327961,0.8646021033,0.866044961,0.9353604663999999,1.113920123,1.004316495,1.033002402,0.8769375597000001,0.8343698603999999,0.832415806,0.9191037353,1.03306971,1.067828247,1.163426851,1.482597299,1.43368631,1.738605558,1.877138042,1.881847677,1.463251055,1.179837955,1.44591997,1.60734545,1.544689503,1.744794457,1.534673583,1.388506727,1.710843361,1.997005787,2.742815195,4.422855929,6.649307057,7.428701809,8.650138069,10.393834721,9.290728773,10.668102735,12.172309523,12.367363678,12.953535496,13.940768066,10.95039222,10.097778354,10.000395242,11.239167048,11.314951343,10.829076802
Chile,Americas,https://public.flourish.studio/country-flags/svg/cl.svg,CHL,4.11,4.609727273,5.416272727,5.6681875,5.982347826,6.02659375,7.072641026,7.013196078,7.167086957,8.377093023,9.126309735,10.884114754,11.853817308,16.836261173,16.210404184,7.622217352,10.341925249,13.962893422,15.989933708,21.803696985,29.036709872,34.509878044,25.325893206,20.355959237,19.62252748,17.702885394,18.891048819,22.255407685,26.040229793,29.885685143,33.113887818,37.83479373,45.964327559,49.29777313,57.008425296,73.447063319,78.039572222,84.952360922,81.577430181,75.173794497,77.860932152,70.97992396,69.736811435,75.64345984,99.210392858,122.965,154.788,173.606,179.638,172.389,218.538,252.252,267.122,278.384,260.542,243.919,250.44,277.035,297.572,279.385,252.94
China,Asia,https://public.flourish.studio/country-flags/svg/cn.svg,CHN,59.716467625,50.056868958,47.209359006,50.706799903,59.708343489,70.436266147,76.72028597,72.881631327,70.846535056,79.705906247,92.602973434,99.800958648,113.688,138.544,144.182,163.432,153.94,174.938,149.541,178.281,191.149,195.866,205.09,230.687,259.947,309.488,300.758,272.973,312.354,347.768,360.858,383.373,426.916,444.731,564.325,734.548,863.747,961.604,1029.04,1094.0,1211.35,1339.4,1470.55,1660.29,1955.35,2285.97,2752.13,3550.34,4594.31,5101.7,6087.16,7551.5,8532.23,9570.41,10475.7,11061.6,11233.3,12310.4,13894.8,14279.9,14722.7
Colombia,Americas,https://public.flourish.studio/country-flags/svg/co.svg,COL,4.031152977,4.540447761,4.955543963,4.836166667,5.973366667,5.760761905,5.428518519,5.825170438,5.960212869,6.450175214,7.19836046,7.820380971,8.671358733,10.31576,12.370029584,13.098633902,15.34140366,19.470960619,23.263511958,27.94041125,33.400735644,36.388366869,38.968039722,38.729822782,38.253120738,34.894411352,34.942489684,36.373307085,39.21255005,39.5400802,47.84409071,49.175565911,58.418985443,66.446804803,81.703500846,92.507279383,97.160109278,106.66,98.443739941,86.186158685,99.886577331,98.211749596,97.963003805,94.641378693,117.082,145.619,161.619,206.182,242.187,232.398,286.563,334.944,370.921,382.116,381.112,293.482,282.825,311.884,334.198,323.43,271.438
Comoros,Africa,https://public.flourish.studio/country-flags/svg/km.svg,COM,,,,,,,,,,,,,,,,,,,,,0.21221822640000002,0.1963499677,0.1840089956,0.19162195840000001,0.18469721,0.1967260771,0.2791976968,0.3375258706,0.3565000267,0.341476764,0.4296221477,0.4241087966,0.45738857889999995,0.4528814431,0.3191892004,0.3984617896,0.39605379760000003,0.36444558969999996,0.370106776,0.3824549899,0.35113656839999996,0.37851200339999996,0.4259646974,0.546885185,0.6337061492999999,0.6538451229,0.6984318277,0.7956731285,0.9156591928,0.9053410906,0.9079787235,1.023086184,1.015843369,1.116224161,1.149587652,0.966029542,1.012835518,1.077439663,1.188797575,1.192559739,1.235400352
"Congo, Dem. Rep.",Africa,https://public.flourish.studio/country-flags/svg/cd.svg,COD,3.359404118,3.086746857,3.779841429,6.213185743,2.881545273,4.043901818,4.532660182,3.384063372,3.909780539,5.03243497,4.87768491,5.594770359,6.173712814,7.870239461,9.59696018,10.237343174,9.648583225,12.344424764,15.372608002,15.068422236,14.394927495,12.537821038,13.651667371,11.00671265,7.857729193,7.195042616,8.095367168,7.661625473,8.861299977,9.021862775,9.34976458,9.633911368,8.227200892,10.706246371,5.840529412,5.647034188,5.772020526,6.091061291,6.215716712,4.711259427,19.088046306,7.4381891,8.728038525,8.93756706,10.297483481,11.964484668,14.451902468,16.737071816,19.788515874,18.648373312,21.565720044,25.839749199,29.306235826,32.679745298,35.909040266,37.9177049,37.134799975,38.019265626,47.146004587,50.40074705,48.71696086
"Congo, Rep.",Africa,https://public.flourish.studio/country-flags/svg/cg.svg,COG,0.1317318626,0.1516757392,0.1665212399,0.1722334309,0.18569372480000002,0.1983180639,0.2206135824,0.23739742830000002,0.251247458,0.2650400361,0.2749606999,0.3221280193,0.4106692629,0.5419733625,0.5853646353999999,0.767102679,0.7545496005,0.7652240306,0.8787717713,1.198749666,1.70579685,1.993512326,2.160640567,2.09727429,2.193581366,2.160872541,1.849268215,2.297753649,2.212536313,2.389593022,2.798746051,2.724853593,2.933222714,2.684323424,1.769365425,2.116003978,2.540697688,2.322718991,1.949481297,2.353909564,3.227927593,2.796704577,3.034251042,3.503723245,4.656975223,6.647357442,8.065134528,8.771102025,11.602893043,9.684321633,13.135580695,15.634897273,17.693924573,17.953617927,17.889079958,11.885478502,10.215989995,11.090177747,13.670036996,12.750339023,10.187122341
Costa Rica,Americas,https://public.flourish.studio/country-flags/svg/cr.svg,CRI,0.50751383,0.49032518160000005,0.47918082430000003,0.5119021368,0.5425783672000001,0.5929811623,0.6473056302000001,0.6994566189,0.7738414942999999,0.8536302038,0.9848301585,1.077152902,1.238251696,1.528916185,1.666544754,1.960863466,2.412555426,3.072427013,3.52320881,4.035519323,4.831447001,2.623807074,2.606621255,3.146770104,3.660476459,3.91920396,4.418983871,4.532952047,4.614629898,5.251025767,5.711687787,7.196276092,8.564044017,9.582866263,10.486784805,11.57859426,11.678424507,12.614602382,13.684255947,14.254866281,15.013629659,15.976174337,16.578820687,17.271760507,18.610594846,20.040642477,22.715540324,26.884700345,30.801744881,30.745712007,37.658614803,42.762617082,47.231651863,50.949672206,52.016408951,56.441917653,58.847016045,60.51604359,62.4201651,64.072870932,61.846895121
Cote d'Ivoire,Africa,https://public.flourish.studio/country-flags/svg/ci.svg,CIV,0.5462035616,0.6182456392000001,0.6452843447000001,0.7610470457999999,0.9210632664,0.9197713564,1.024103034,1.082922892,1.281281246,1.361360157,1.45548299,1.584128262,1.8494006,2.508421235,3.070151901,3.89383919,4.662053708,6.265067858,7.900524898,9.142935858,10.175615442,8.432588484,7.567109767,6.838185419,6.841638715,6.977650069,9.158302205,10.087653189,10.25517046,9.757410614,10.795850107,10.492628915,11.152971316,11.045759469,8.31355745,11.000146839,18.07115389,18.047557172,19.619653924,18.870992456,16.577533355,16.810536884,18.054384023,21.251755294,23.510577108,24.036917017,25.281414473,28.760092035,34.078243426,33.886814907,34.936305297,36.693712825,36.302305578,42.760237561,48.84300858,45.814637971,47.96423456,51.588158718,58.011466451,58.53942493,61.348579465
Croatia,Europe,https://public.flourish.studio/country-flags/svg/hr.svg,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.717081925,24.075166261,24.091170703,25.792876644,23.677307509,21.839780971,23.273640257,27.074550258,34.985749883,41.958833541,45.780237257,50.860788253,60.542673503,70.750646248,63.084004705,60.426018629,63.169910822,57.192346923,58.889082315,58.330289757,50.163192883,52.295158344,56.214427431,62.247874949,62.246206341,57.203783203
Cuba,Americas,https://public.flourish.studio/country-flags/svg/cu.svg,CUB,,,,,,,,,,,5.6930052,6.9146584,8.135150892,9.98770965,11.405957317,13.027415244,13.789579903,14.206158675,17.844705325,19.584443288,19.912889861,20.150254096,20.953510235,22.204940512,24.039383608,22.920490774,24.226574634,25.213935012,27.458999472,27.023468666,28.645436569,24.316556026,22.085858243,22.367254865,28.448326757,30.429803651,25.0173687,25.3659081,25.7363312,28.3646152,30.5654,31.6824,33.5905,35.9012,38.203,42.6438361,52.7428,58.6039,60.8063,62.08,64.328,68.99,73.141,77.148,80.656,87.133,91.37,96.851,100.05,103.428,107.352
Curacao,Americas,https://public.flourish.studio/country-flags/svg/cw.svg,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.038699609,3.131096089,3.147616201,3.158406034,3.151910782,3.122287933,3.116610112,3.127908045,3.101787709,2.595821709
Cyprus,Asia,https://public.flourish.studio/country-flags/svg/cy.svg,CYP,,,,,,,,,,,,,,,,0.4899147607,0.5760900737000001,0.734887974,0.9640265122,1.28871521,2.154311277,2.087496374,2.159242417,2.160364071,2.278248953,2.4304119,3.090734463,3.704813886,4.278792597,4.563482604,5.591130218,5.770197348,6.912150456,6.590291048,7.425703929,9.933133247,10.011918444,9.5478187,10.248617647,10.497908306,9.985844486,10.397897086,11.420227885,14.547325028,17.3205525,18.433411267,20.072786351,23.96876403,27.844698989,25.945391775,25.732432719,27.565469098,24.978513427,23.900872626,23.156850007,19.842404305,20.95344255,22.87083371,25.522671233,25.758357775,24.612646488
Czech Republic,Europe,https://public.flourish.studio/country-flags/svg/cz.svg,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.728950705,29.859921159,34.80501323,40.866748705,47.850203856,60.147174077,67.387788633,62.180159376,66.807429711,65.173130995,61.828166496,67.80803298,82.196001051,100.09,119.814,137.143,156.264,190.184,236.816,207.434,209.07,229.563,208.858,211.686,209.359,188.033,196.272,218.629,248.95,252.498,245.339
Denmark,Europe,https://public.flourish.studio/country-flags/svg/dk.svg,DNK,,,,,,,11.931739859,13.059064375,13.505573867,15.414902267,17.0754576,19.085731252,23.232379952,30.730626663,34.160444798,40.474406216,44.575892473,49.784338519,60.362931854,70.366241969,71.1275287,61.877813965,60.412844679,60.644782176,59.105236854,62.658568287,88.078760104,109.414,115.553,112.409,138.247,139.225,152.916,143.196,156.162,185.007,187.632,173.538,176.992,177.965,164.159,164.791,178.635,218.096,251.373,264.467,282.885,319.423,353.361,321.241,321.995,344.003,327.149,343.584,352.994,302.673,313.116,332.121,356.841,347.561,356.085
Djibouti,Africa,https://public.flourish.studio/country-flags/svg/dj.svg,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,0.340989528,,0.37337173830000003,0.3957945386,0.4092200871,0.4523280873,0.4624219985,0.47805830489999995,0.4660484692,0.4916892207,0.4977239606,0.49400464769999997,0.502675542,0.5142678693,0.5360801481,0.5512308618999999,0.5724174407999999,0.5911220396,0.6220446655,0.6660721018,0.7086331947000001,0.768873684,0.8479189291,0.9991053393,1.049110685,1.1286117,1.239144502,1.353632942,2.042817163,2.214679081,2.430274292,2.603540257,2.751445574,3.012803457,3.324615549,3.384385217
Dominica,Americas,https://public.flourish.studio/country-flags/svg/dm.svg,DMA,,,,,,,,,,,,,,,,,,0.045872947409999996,0.05713021556,0.05501775889,0.07280465333,0.08210739111,0.08952757667,0.09866519148,0.1091570707,0.119491933,0.1351619585,0.1518687544,0.1711061841,0.185137243,0.2014296296,0.219762963,0.23405925930000002,0.2455259259,0.26437407409999997,0.2745222222,0.29228518519999996,0.3029888889,0.32241111110000004,0.3317592593,0.3334703704,0.34020370369999997,0.3331962963,0.3433111111,0.3672,0.3642555556,0.3902518519,0.42137407410000005,0.4581888889,0.48907407410000003,0.49382592589999996,0.5010259259,0.4859962963,0.4982962963,0.5202074073999999,0.540737037,0.5762296296,0.519837037,0.5506222222,0.611537037,0.5042148148
Dominican Republic,Americas,https://public.flourish.studio/country-flags/svg/do.svg,DOM,0.6723997,0.6541002,0.8241,0.9407999,1.0255999,0.8881,0.9839,1.0348,1.0791,1.2305,1.4855,1.6665,1.9874,2.3448,2.9257,3.5992,3.9515,4.5871,4.7344,5.4988,6.7613,7.5613,8.2674,9.2206,11.594,5.044592945,6.12219812,5.826987099,5.374314928,6.68659306,7.073675545,9.824498183,11.605382504,13.0810424,14.644711385,16.637370839,18.241691857,20.017480055,21.672231761,22.136621337,24.305717542,25.601765401,27.137508657,21.403167848,22.322395368,35.777570136,37.879869898,43.965420072,48.122547177,48.261033298,53.860175556,58.029750746,60.681537196,62.682163837,67.179914027,71.164825257,75.70472019,79.997975622,85.555378043,88.941299734,78.844702329
Ecuador,Americas,https://public.flourish.studio/country-flags/svg/ec.svg,ECU,2.069465326,1.753850417,1.518208221,1.824344492,2.244146868,2.387048255,2.429309514,2.553596092,2.582180794,3.112166848,2.86250417,2.754220263,3.185987235,3.891755552,6.599259421,7.731677257,9.091924305,11.02634659,11.922502171,14.175166008,17.881514683,21.810767209,19.929853575,17.152483214,16.912515183,17.14909459,15.314143988,13.945431882,13.051886552,13.890828708,15.2392781,16.988535268,18.094238119,18.938717359,22.708673337,24.432884442,25.226393197,28.162053027,27.981896948,19.645272636,18.327764882,24.468324,28.548945,32.432858,36.591661,41.507085,46.802044,51.007777,61.762635,62.519686,69.555367,79.276664,87.924544,95.129659,101.726,99.290381,99.937696,104.296,107.562,108.108,98.80801
"Egypt, Arab Rep.",Africa,https://public.flourish.studio/country-flags/svg/eg.svg,EGY,,,,,,4.94866754,5.278005612,5.605484299,5.932242991,6.524455206,8.042200452,8.609283346,9.299638056,10.098534613,9.228963225,11.632178869,13.315988083,14.400806876,14.811704063,18.020571429,21.669908177,22.136081081,27.655172414,30.966239814,33.971188992,39.053502251,41.253507951,40.455616654,34.980124929,39.75629905,42.978914311,37.387836491,41.855986519,46.578631453,51.897983393,60.15924506,67.629716981,78.436578171,84.828807556,90.710704807,99.83854396,96.684636119,85.146067416,80.288461538,78.782467532,89.600665557,107.426,130.438,162.818,189.147,218.984,235.99,279.117,288.434,305.595,329.367,332.442,235.734,249.713,303.081,365.253
El Salvador,Americas,https://public.flourish.studio/country-flags/svg/sv.svg,SLV,,,,,,0.87772,0.92952,0.9762,1.0097601,1.0494,1.13292,1.18612,1.26372,1.44232,1.66588,1.8841201,2.3282801,2.9416401,3.12796,3.4636399,3.5739599,3.4372002,3.3991891,3.5063478,3.6616834,3.8003686,3.7716632,3.9580458,4.18988,4.3722153,4.817542204,5.2523424,5.8133993,6.6802692,7.679384,8.9219471,9.5863278,10.2217059,10.9366699,11.284197,11.7849277,12.2825336,12.6641903,13.2438922,13.7248109,14.698,15.99989,17.01175,17.98689,17.60162,18.44792,20.28378,21.38615,21.99096,22.59347,23.43824,24.19143,24.97919,26.02085,26.89666,24.63872
Equatorial Guinea,Africa,https://public.flourish.studio/country-flags/svg/gq.svg,GNQ,,,0.009122751453,0.010840095130000001,0.0127124714,0.06474833333,0.06911,0.07231744693,0.06751428571,0.06722571429,0.06633142857,0.06494695476,0.06542919824,0.08120322691,0.09415986271,0.10429564340000001,0.1036530499,0.1039875201,,,0.05064288077,0.03673142285,0.04429464773,0.04444245695,0.050320914409999994,0.06211856485,0.07640739676000001,0.09334584773,0.1005346633,0.08826597458,0.1121194065,0.1109060321,0.1347071844,0.1360478962,0.10080700179999999,0.1418533683,0.23246303640000002,0.4423378495,0.3706876187,0.6211178857,1.045998496,1.461139022,1.806742742,2.484745935,4.410764339,8.217369093,10.086528699,13.071718759,19.749893536,15.027795173,16.314443429,21.357343682,22.388344124,21.94883429,21.765453087,13.185496881,11.240808847,12.200913888,13.097012189,11.417278045,10.021856754
Eritrea,Africa,https://public.flourish.studio/country-flags/svg/er.svg,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4771016516,0.46787271480000003,0.5316883117,0.578015625,0.6935359542,0.6864900901000001,0.7455261549,0.6889213257000001,0.7063708156,0.7523684955,0.7293213667,0.8702477032,1.109054005,1.098425901,1.21116188,1.317974491,1.3801888,1.856695551,1.589515447,2.065001626,,,,,,,,,
Estonia,Europe,https://public.flourish.studio/country-flags/svg/ee.svg,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.502970889,4.786018988,5.154420649,5.674080543,5.756912266,5.686579748,6.254649539,7.367975888,9.874013098,12.145911801,14.1067902,17.022870405,22.449129483,24.341678629,19.633031398,19.523477326,23.183616046,23.020466785,25.108615092,26.598657881,22.881558192,24.056487771,26.857880622,30.474612057,31.045591753,30.650285472
Eswatini,Africa,https://public.flourish.studio/country-flags/svg/sz.svg,SWZ,0.035076158479999994,0.0430251995,0.04592706146,0.05412837743,0.06497928040999999,0.07027859443000001,0.07685846283,0.07475850483,0.07979840403,0.1054178916,0.11213775720000001,0.1364653244,0.1467412515,0.2219020173,0.2643119941,0.2883029074,0.27253909839999996,0.3040478381,0.3406163753,0.4120931338,0.5420005136,0.5707611668,0.5375759807999999,0.5553361457999999,0.49447569989999995,0.3600753803,0.4491466083,0.5841355599,0.6920167143,0.6969154307000001,1.114703088,1.156141998,1.284766234,1.357206996,1.419293455,1.698982438,1.6027601,1.716699913,1.576904292,1.547884442,1.738100853,1.542477309,1.432228125,2.197612701,2.770082792,3.178126492,3.291353836,3.469363996,3.294093485,3.580417067,4.438778424,4.820499924,4.886533033,4.59753203,4.42296834,4.063245671,3.816022047,4.402969226,4.665420239,4.495679481,3.972728948
Ethiopia,Africa,https://public.flourish.studio/country-flags/svg/et.svg,ETH,,,,,,,,,,,,,,,,,,,,,,7.324903188,7.707678019,8.567890821,8.096302367,9.480840483,9.84860087,10.527338647,10.908935749,11.476584879,12.175166763,13.463868357,10.492993078,8.830712714,6.927950565,7.663984568,8.547939731,8.58921139,7.818224906,7.700833482,8.242392104,8.231326016,7.850809498,8.6236913,10.131187261,12.401139454,15.280861835,19.707616773,27.066912635,32.437389116,29.933790334,31.952763089,43.310721414,47.648211133,55.612228234,64.589334979,74.296618481,81.770791971,84.269348327,95.912590628,107.645
Faroe Islands,Europe,https://public.flourish.studio/country-flags/svg/fo.svg,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.107882641,1.120280382,1.058702725,1.147654635,1.262669892,1.494011567,1.688237552,1.727792693,1.984445416,2.290133549,2.432415998,2.268387771,2.320424601,2.490807831,2.366301252,2.627049837,2.850743875,2.518096286,2.738832687,2.899226098,3.051341336,3.12629322,
Fiji,Oceania,https://public.flourish.studio/country-flags/svg/fj.svg,FJI,0.11232842209999999,0.1169877849,0.122906435,0.12945472859999999,0.1400327415,0.14708475,0.1506039255,0.16262588590000002,0.1669529371,0.18218206769999998,0.21987848219999998,0.2477493277,0.316650509,0.42596335939999996,0.5585898709,0.6842682807999999,0.6945524117,0.7195331371,0.8292394898,1.019743927,1.202567359,1.235665809,1.194122694,1.123107276,1.177997414,1.14112344,1.290228617,1.177908192,1.109976928,1.182686577,1.337024782,1.38384386,1.532401863,1.636074718,1.825763268,1.970347721,2.128696644,2.090184941,1.653160862,1.936484565,1.678239218,1.652464201,1.833279985,2.300453634,2.708078477,2.98048492,3.076305453,3.3783146,3.52318592,2.870624636,3.140508836,3.774530616,3.972012571,4.190143206,4.85696323,4.682546863,4.93020423,5.353404422,5.581371848,5.496264766,4.533883782
Finland,Europe,https://public.flourish.studio/country-flags/svg/fi.svg,FIN,5.224102196,5.921659485,6.340580854,6.885920329,7.766655086,8.589340019,9.208524505,9.36895401,8.82303388,10.070766721,11.357516988,12.527405513,14.74318612,19.472363467,24.84882149,29.472623242,31.849513771,33.499799321,36.256160289,44.465255686,53.645202423,52.448332874,52.797582336,50.9735269,52.88880095,55.875863392,73.531550551,91.594751792,109.059,119.012,141.438,127.774,112.533,89.214114708,103.3,134.19,132.129,126.912,134.039,135.218,125.707,129.421,139.738,171.274,197.117,204.809,216.908,256.053,284.554,252.497,249.181,275.244,258.305,271.285,274.497,234.44,240.608,255.017,275.58,268.508,269.595
France,Europe,https://public.flourish.studio/country-flags/svg/fr.svg,FRA,62.225478001,67.461644222,75.60752981,84.759195106,94.007851047,101.537,110.046,118.973,129.785,141.903,148.456,165.967,203.494,264.43,285.552,360.832,372.319,410.279,506.708,613.953,701.288,615.552,584.878,559.869,530.684,553.138,771.471,934.173,1018.85,1025.21,1269.18,1269.28,1401.47,1322.82,1393.98,1601.09,1605.68,1452.88,1503.11,1492.65,1362.25,1376.47,1494.29,1840.48,2115.74,2196.13,2318.59,2657.21,2918.38,2690.22,2642.61,2861.41,2683.83,2811.08,2852.17,2438.21,2471.29,2588.74,2789.59,2728.87,2630.32
French Polynesia,Oceania,https://public.flourish.studio/country-flags/svg/pf.svg,PYF,,,,,,0.17653458959999999,0.215659455,0.2209843691,0.2595900763,0.24294377690000002,0.2540359992,0.2966134969,0.3258432547,0.431254103,0.5553379857,0.6903197549,0.7322861433,0.7931931874,1.005573294,1.215031775,1.362151524,1.279972866,1.286462643,1.335895286,1.378991403,1.507230779,2.301514717,2.543199148,2.68747283,2.636461517,3.181206305,3.267367651,3.558215009,3.694600395,3.522272234,3.982376722,3.954697174,3.567062532,3.775160797,3.797016079,3.447543203,,,,,,,,,,,,,,,,,,,,
